username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
mgordon2008;2016-10-29 18:13;0;0;#HillarysEmails #PodestaEmails22 #FBIInvestigation @LorettaLynch @SenJeffMerkley @RonWyden @POTUS @SenatorReid @NancyPelosi @jasoninthehouse https:// twitter.com/0HOUR1__/statu s/792393662995042304 …;;@LorettaLynch @SenJeffMerkley @RonWyden @POTUS @SenatorReid @NancyPelosi @jasoninthehouse;#HillarysEmails #PodestaEmails22 #FBIInvestigation;7.92E+17;https://twitter.com/mgordon2008/status/792399023479021568;
weneverlie;2016-10-29 17:55;0;0;It's party before country for @SenJeffMerkley @RonWyden @SpeakerRyan @HillaryClinton @POTUS @SenWarren @SenatorReid do your damn jobs. @ABC https:// twitter.com/ImpeachPOTUS/s tatus/792392675840307200 …;;@SenJeffMerkley @RonWyden @SpeakerRyan @HillaryClinton @POTUS @SenWarren @SenatorReid @ABC;;7.92E+17;https://twitter.com/weneverlie/status/792394438928535552;
orejohn;2016-10-29 16:09;0;0;"Waiting for a @RonWyden ad that shows him in a #potshop talking about how bureaucrats were blowing smoke up orifices"" but he saved the day.""";;@RonWyden;#potshop;7.92E+17;https://twitter.com/orejohn/status/792367703499472896;
PfeifferGeri;2016-10-29 16:07;5;1;@sunnydays140 @Lester70x7 @RonWyden @TheJusticeDept of course not-to answer would be an acknowledgement of a problem pic.twitter.com/niPsFT4B0c;;@sunnydays140 @Lester70x7 @RonWyden @TheJusticeDept;;7.92E+17;https://twitter.com/PfeifferGeri/status/792367372766093312;
sunnydays140;2016-10-29 15:16;1;1;@Lester70x7 @PfeifferGeri @RonWyden @TheJusticeDept yeah the doj never answrd my email about corruption;;@Lester70x7 @PfeifferGeri @RonWyden @TheJusticeDept;;7.92E+17;https://twitter.com/sunnydays140/status/792354400081764352;
PfeifferGeri;2016-10-29 15:10;5;1;@AmericasTaken #TAKEN #JakeDenzilCumpian @realDonaldTrump @mike_pence @Lester70x7 @kittymadness72 @SenOrrinHatch @RonWyden @CBSThisMorning pic.twitter.com/zMAuH37Wpf;;@AmericasTaken @realDonaldTrump @mike_pence @Lester70x7 @kittymadness72 @SenOrrinHatch @RonWyden @CBSThisMorning;#TAKEN #JakeDenzilCumpian;7.92E+17;https://twitter.com/PfeifferGeri/status/792353009132982272;
FashionJhon;2016-10-29 10:25;0;0;There is an old saying that all roads lead to Rome. It seems the administr... #RonWyden #quotes https:// openquotes.github.io/authors/ron-wy den-quotes/#fba7f729 …;;;#RonWyden #quotes #fba7f729;7.92E+17;https://twitter.com/FashionJhon/status/792281144205213696;
NoThiefs;2016-10-29 09:28;0;0;#Senate Wyden Reacts To Malheur Trial Outcome http:// dlvr.it/MYBDNB RonWyden NTA•NEWS;;;#Senate;7.92E+17;https://twitter.com/NoThiefs/status/792266777795387392;
georgesiemensq;2016-10-29 06:10;0;0;For the amount of money that the country is going to spend this year on he... #RonWyden #quotes https:// openquotes.github.io/authors/ron-wy den-quotes/#8a50e87d …;;;#RonWyden #quotes #8a50e87d;7.92E+17;https://twitter.com/georgesiemensq/status/792216947492544512;
weneverlie;2016-10-29 05:22;2;2;@HillaryClinton @TheDemocrats @POTUS #CrookedHillary @weneverlie it's over liar..vote #Trump2016 @SenJeffMerkley @RonWyden stillsupport her? https:// twitter.com/BeachyKate69/s tatus/792199724812083200 …;;@HillaryClinton @TheDemocrats @POTUS @weneverlie @SenJeffMerkley @RonWyden;#CrookedHillary #Trump2016;7.92E+17;https://twitter.com/weneverlie/status/792204928076746752;
markwyner;2016-10-29 04:40;0;0;@BarackObama , @RonWyden , and @JeffMerkley : there are Native Americans in South Dakota waiting for your protection. Show the world you care. pic.twitter.com/DAf5Tw66rj;;@BarackObama @RonWyden @JeffMerkley;;7.92E+17;https://twitter.com/markwyner/status/792194257163386880;
fox12oregon;2016-10-29 03:30;1;9;Senator @RonWyden supports expanding vote-by-mail system nationally http:// bit.ly/2eWIn1F pic.twitter.com/zqhKE5IOUj;;@RonWyden;;7.92E+17;https://twitter.com/fox12oregon/status/792176829054410752;
KLCCEugeneOR;2016-10-29 01:59;1;1;"U.S. Democratic Senator @RonWyden calls for common sense"" to prevail after Malheur acquital: http:// klcc.org/post/wyden-rea cts-malheur-trial-outcome … pic.twitter.com/gI4q7wAECd""";;@RonWyden;;7.92E+17;https://twitter.com/KLCCEugeneOR/status/792153827340193793;
sassypantspdx;2016-10-29 01:54;0;0;Dear Obama, please do what's right and make us proud. #NoDAPL @POTUS Cc @FLOTUS @SenSanders @SenJeffMerkley @RonWyden;;@POTUS @FLOTUS @SenSanders @SenJeffMerkley @RonWyden;#NoDAPL;7.92E+17;https://twitter.com/sassypantspdx/status/792152560438091776;
Thomas2015Jq;2016-10-29 01:35;0;0;President Obama was right to make enforcement of those trade rules a prior... #RonWyden #quotes https:// openquotes.github.io/authors/ron-wy den-quotes/#9c37aa1b …;;;#RonWyden #quotes #9c37aa1b;7.92E+17;https://twitter.com/Thomas2015Jq/status/792147736594378752;
RonWyden;2016-10-29 01:25;14;17;Fantastic Friday afternoon in Eugene getting to hear from all the creative & smart employees at @CBTNuggets . pic.twitter.com/JG9eFNmqAa;;@CBTNuggets;;7.92E+17;https://twitter.com/RonWyden/status/792145414799536128;
PCCPanther;2016-10-29 01:22;0;2;R great Sen @RonWyden was at Cascade to announce his bill to expand Oregon's vote by mail nationwide! http:// bit.ly/2ffzljL @pdxobserver pic.twitter.com/QgwnJIY4rp;;@RonWyden @pdxobserver;;7.92E+17;https://twitter.com/PCCPanther/status/792144550168961024;
RonWyden;2016-10-29 00:12;7;23;Thnx Lane County @naacp for standing w/me & local allies @LWV @philbarnhartOR & @Univ_Of_Oregon students working to take vote-by-mail nat'l pic.twitter.com/y96hmFPgUM;;@naacp @LWV @philbarnhartOR @Univ_Of_Oregon;;7.92E+17;https://twitter.com/RonWyden/status/792127031999737856;
solarjeni;2016-10-28 23:18;0;3;Celebrating #OregonSolar ! @RonWyden @EnergyTrustOR @SunlightSolar @PacificPower_OR #SolarisNow https:// twitter.com/RonWyden/statu s/791754217253773312 …;;@RonWyden @EnergyTrustOR @SunlightSolar @PacificPower_OR;#OregonSolar #SolarisNow;7.92E+17;https://twitter.com/solarjeni/status/792113387979337728;
oregon4ru;2016-10-28 23:14;0;0;Univ_Of_Oregon: RT RonWyden : What a blast from the past. Lucky to still be working every day to fight for Oregon’s seniors …;;;;7.92E+17;https://twitter.com/oregon4ru/status/792112235258716160;
EnergyTrustOR;2016-10-28 22:24;2;4;Thanks to Central Oregon Community, @RonWyden , @PacificPower_OR and the sun for a great solar celebration today! https:// twitter.com/RonWyden/statu s/791754217253773312 …;;@RonWyden @PacificPower_OR;;7.92E+17;https://twitter.com/EnergyTrustOR/status/792099759494279168;
Kyaaale;2016-10-28 22:12;0;0;@RonWyden leads a #bipartisan effort to have the @TheJusticeDept reveal how they plan to use new #hacking #powers http://www. kylesfylesblog.com/todays-news-10 2816/ …;;@RonWyden @TheJusticeDept;#bipartisan #hacking #powers;7.92E+17;https://twitter.com/Kyaaale/status/792096812760965124;
SenatorBaldwin;2016-10-28 21:38;5;4;I joined @RonWyden in sending a letter to @TheJusticeDept asking important Qs about the proposed #Rule41 changes. https://www. baldwin.senate.gov/press-releases /bipartisan-coalition-presses-doj-about-government-hacking- …;;@RonWyden @TheJusticeDept;#Rule41;7.92E+17;https://twitter.com/SenatorBaldwin/status/792088078756286464;
OSEIA_Solar;2016-10-28 21:08;1;3;Congrats to @EnergyTrustOR & Sunlight Solar in Bend for a great #solar project! Solar on campus = smart! Thanks to @RonWyden 4 supporting! https:// twitter.com/RonWyden/statu s/791754217253773312 …;;@EnergyTrustOR @RonWyden;#solar;7.92E+17;https://twitter.com/OSEIA_Solar/status/792080557882548224;
SenatorBaldwin;2016-10-28 20:41;4;5;Proud to join w/ @RonWyden & stand up to mass government hacking & surveillance of law abiding citizens. https:// twitter.com/RonWyden/statu s/791727189607710720 …;;@RonWyden;;7.92E+17;https://twitter.com/SenatorBaldwin/status/792073717094445056;
NuvoEnergy;2016-10-28 20:20;0;0;SOLAR NEWS: RT SolarIndustry : RT RonWyden : Proud to stand w/Central Oregon Community College for today's completed solar installation at R…;;;;7.92E+17;https://twitter.com/NuvoEnergy/status/792068588509224960;
TranslatorBot2k;2016-10-28 20:17;3;11;FIX plz. #OregonStandoff #OregonWasRobbed @RepBonamici @RepGregWalden @RepBlumenauer @RepPeterDeFazio @RepSchrader @RonWyden @SenJeffMerkley https:// twitter.com/Lord_Fishbait/ status/791793027182321664 …;;@RepBonamici @RepGregWalden @RepBlumenauer @RepPeterDeFazio @RepSchrader @RonWyden @SenJeffMerkley;#OregonStandoff #OregonWasRobbed;7.92E+17;https://twitter.com/TranslatorBot2k/status/792067798503600128;
abeproctorPCC;2016-10-28 19:32;1;2;@busproject 's Nikki Fisher supports @RonWyden 's push to take #VoteByMail nationwide. Do you? @PortlandCC pic.twitter.com/DQXRMBkhYi;;@busproject @RonWyden @PortlandCC;#VoteByMail;7.92E+17;https://twitter.com/abeproctorPCC/status/792056500776685568;
abeproctorPCC;2016-10-28 19:19;0;1;Multnomah Co. Commissioner @LorettaSmith touts @RonWyden 's plan to take #VoteByMail nationwide. @PortlandCC pic.twitter.com/F5KCvtpusK;;@LorettaSmith @RonWyden @PortlandCC;#VoteByMail;7.92E+17;https://twitter.com/abeproctorPCC/status/792053286979284992;
c2avilez;2016-10-28 19:18;0;0;What's the pushback against this? @RonWyden @senJeffMerkley @repPeterDeFazio #publiclands #oregonstandoff https://www. americanprogress.org/issues/green/r eports/2016/04/11/135044/the-rise-to-power-of-the-congressional-anti-parks-caucus/ …;;@RonWyden @senJeffMerkley @repPeterDeFazio;#publiclands #oregonstandoff;7.92E+17;https://twitter.com/c2avilez/status/792053037506306048;
OTI;2016-10-28 18:30;1;0;Great to see @RonWyden & 22 other members ask @TheJusticeDept important questions on gov hacking & Rule 41 changes http:// tiny.cc/kp4egy;;@RonWyden @TheJusticeDept;;7.92E+17;https://twitter.com/OTI/status/792040739534409728;
KeithChu;2016-10-28 17:34;1;5;To be clear - if dems win the Senate, @RonWyden will chair Finance and stay on Intelligence. @burgessev @ericgeller @seungminkim @rickklein;;@RonWyden @burgessev @ericgeller @seungminkim @rickklein;;7.92E+17;https://twitter.com/KeithChu/status/792026651148288000;
TerribleBurden;2016-10-28 17:31;0;1;@KeithChu @ericgeller @jonathanweisman @RonWyden That would probably be fine then.;;@KeithChu @ericgeller @jonathanweisman @RonWyden;;7.92E+17;https://twitter.com/TerribleBurden/status/792026123655839744;
4thAmdCaucus;2016-10-28 17:18;2;5;Bipartisan Coalition Presses DOJ About Gov. Hacking http:// bit.ly/2feloT9 @RonWyden @SenMikeLee @SenatorLeahy @RepJohnConyers @JudgeTedPoe;;@RonWyden @SenMikeLee @SenatorLeahy @RepJohnConyers @JudgeTedPoe;;7.92E+17;https://twitter.com/4thAmdCaucus/status/792022618861887488;
Teddyshouse2II;2016-10-28 17:11;1;0;@KBeeo @WSJ @fbi @FEC @DeptJusticeIRL @RonWyden @SenJeffMerkley @repblumenauer @RepPeterDeFazio this mess needs a special prosecutor NOW;;@KBeeo @WSJ @fbi @FEC @DeptJusticeIRL @RonWyden @SenJeffMerkley @repblumenauer @RepPeterDeFazio;;7.92E+17;https://twitter.com/Teddyshouse2II/status/792020871208509440;
Openvironment;2016-10-28 17:01;0;0;Oregonians from all walks of life support #CascadeSiskiyou expansion: http:// tinyurl.com/h25fhcn @SenJeffMerkley @RonWyden;;@SenJeffMerkley @RonWyden;#CascadeSiskiyou;7.92E+17;https://twitter.com/Openvironment/status/792018335051476997;
wseminole99;2016-10-28 16:43;1;0;@Sanddragger @RonWyden @realDonaldTrump @fox12oregon @KGWNews @KOINNews @KATUNews @KateBrownForOR @wikileaks Thank you so much. Moving now.;;@Sanddragger @RonWyden @realDonaldTrump @fox12oregon @KGWNews @KOINNews @KATUNews @KateBrownForOR @wikileaks;;7.92E+17;https://twitter.com/wseminole99/status/792013921741787136;
seungminkim;2016-10-28 16:19;0;1;@jonathanweisman @SenSchumer @SenSanders @RonWyden Bernie doesn't even sit on Finance!;;@jonathanweisman @SenSchumer @SenSanders @RonWyden;;7.92E+17;https://twitter.com/seungminkim/status/792007844119842816;
jonathanweisman;2016-10-28 16:18;15;26;In case you wondered, which you didn't, I don't think @SenSchumer will name @SenSanders to be Finance chairman. It will be @RonWyden .;;@SenSchumer @SenSanders @RonWyden;;7.92E+17;https://twitter.com/jonathanweisman/status/792007634073350146;
JhonRiddik;2016-10-28 14:30;0;0;The Internet has become an integral part of everyday life precisely becaus... #RonWyden #quotes https:// openquotes.github.io/authors/ron-wy den-quotes/#f7dda791 …;;;#RonWyden #quotes #f7dda791;7.92E+17;https://twitter.com/JhonRiddik/status/791980416282587136;
Pjevica;2016-10-28 11:19;3;7;@POTUS @SenSanders @RonWyden @SenWarren @TYTNetwork #Obamacare #ACA #HealthCare #Share if you can. #Thanks :) https://www. gofundme.com/PatsCancerBills;;@POTUS @SenSanders @RonWyden @SenWarren @TYTNetwork;#Obamacare #ACA #HealthCare #Share #Thanks;7.92E+17;https://twitter.com/Pjevica/status/791932400917811200;
Pjevica;2016-10-28 07:44;1;6;@LeoDiCaprio @MarkRuffalo @EcoWatch @POTUS @HillaryClinton @SenSanders @SenWarren @RonWyden @StateDept #DAPL #NoDAPL pic.twitter.com/E43RRl7OXb;;@LeoDiCaprio @MarkRuffalo @EcoWatch @POTUS @HillaryClinton @SenSanders @SenWarren @RonWyden @StateDept;#DAPL #NoDAPL;7.92E+17;https://twitter.com/Pjevica/status/791878409483792384;
BMansheim;2016-10-28 07:40;0;0;@RonWyden Hi Senator, @MarkNelsenKPTV says we need a new radar near Florence. Can you help out the weather peeps and find funding somewhere?;;@RonWyden @MarkNelsenKPTV;;7.92E+17;https://twitter.com/BMansheim/status/791877252220719105;
kathanger;2016-10-28 06:54;0;0;. @JoeBiden @HillaryClinton @SenSanders @SenJeffMerkley @RonWyden I do NOT want my country to assassinate ANYONE. Moral: Thou shalt not kill https:// twitter.com/dustin_temple1 0/status/791830928079204352 …;;@JoeBiden @HillaryClinton @SenSanders @SenJeffMerkley @RonWyden;;7.92E+17;https://twitter.com/kathanger/status/791865768002461697;
Pjevica;2016-10-28 06:27;2;5;@MotherJones @POTUS @HillaryClinton @SenSanders @SenWarren @RonWyden #DAPL #NoDAPL pic.twitter.com/iwqragbytu;;@MotherJones @POTUS @HillaryClinton @SenSanders @SenWarren @RonWyden;#DAPL #NoDAPL;7.92E+17;https://twitter.com/Pjevica/status/791858979857051648;
JanieceStaton;2016-10-28 05:47;0;0;We've Spent Billions to Fix Our #MedicalRecords & They're Still a Mess: http://www. motherjones.com/politics/2015/ 10/epic-systems-judith-faulkner-hitech-ehr-interoperability … #HIPPAViolators @USProgressives @RonWyden;;@USProgressives @RonWyden;#MedicalRecords #HIPPAViolators;7.92E+17;https://twitter.com/JanieceStaton/status/791848836884934657;
ilovescruffie;2016-10-28 04:45;0;0;Can't stand one more minute of waiting. Mailed my votes today for @HillaryClinton and Kaine and ALL Dems down ticket in Oregon @RonWyden;;@HillaryClinton @RonWyden;;7.92E+17;https://twitter.com/ilovescruffie/status/791833124304855040;
NadjasKeeper;2016-10-28 04:19;2;1;In Brain injury facility from MRSA infection, still no diagnosis by neurologist & Wa state pays for Oregon's mistakes! @RonWyden @NYTHealth;;@RonWyden @NYTHealth;;7.92E+17;https://twitter.com/NadjasKeeper/status/791826765505138692;
weneverlie;2016-10-28 03:46;0;0;@HillaryClinton @SenJeffMerkley @RonWyden this is the scum you senators like..shame on you.. @TheDemocrats @CNNPolitics @CNN @FoxNews @ABC https:// twitter.com/wikileaks/stat us/791805174847275008 …;;@HillaryClinton @SenJeffMerkley @RonWyden @TheDemocrats @CNNPolitics @CNN @FoxNews @ABC;;7.92E+17;https://twitter.com/weneverlie/status/791818345725108224;
BenjaminHarwood;2016-10-28 03:29;1;0;. @Tillman_40 Best to power own needs as sustainability model, otherwise selling conflicts w land grant tax exempt status @RonWyden @cspanwj;;@Tillman_40 @RonWyden @cspanwj;;7.92E+17;https://twitter.com/BenjaminHarwood/status/791814209201926144;
goldretrieve9;2016-10-28 03:26;3;3;@BruceAHeyman @HillaryClinton @RonWyden @SenBobCasey What does it say about a country that attacks its own diaspora? ?Land of the Free? https:// twitter.com/CrossBriton/st atus/791672760191815680 …;;@BruceAHeyman @HillaryClinton @RonWyden @SenBobCasey;;7.92E+17;https://twitter.com/goldretrieve9/status/791813266687324161;
mgordon2008;2016-10-28 01:20;1;0;What a tangled web they weave! @SenatorReid @NancyPelosi @RonWyden Harry Reid Secured Subsidies for Aides’ Donors http:// freebeacon.com/issues/harry-r eid-secured-subsidies-for-aides-donors/ …;;@SenatorReid @NancyPelosi @RonWyden;;7.92E+17;https://twitter.com/mgordon2008/status/791781706214674432;
GrouchoFan1;2016-10-28 00:48;0;0;In today's world, it is shortsighted to think that infectious diseases can... #RonWyden #quotes https:// openquotes.github.io/authors/ron-wy den-quotes/#8c3e2ef0 …;;;#RonWyden #quotes #8c3e2ef0;7.92E+17;https://twitter.com/GrouchoFan1/status/791773528207028228;
suzanneswift10;2016-10-28 00:25;2;0;@RonWyden @POTUS Speak up!! #NoDAPL;;@RonWyden @POTUS;#NoDAPL;7.92E+17;https://twitter.com/suzanneswift10/status/791767882333945856;
mattk1999;2016-10-27 23:46;2;1;Oregonians from all walks of life support #CascadeSiskiyou expansion: http:// tinyurl.com/h25fhcn @SenJeffMerkley @RonWyden;;@SenJeffMerkley @RonWyden;#CascadeSiskiyou;7.92E+17;https://twitter.com/mattk1999/status/791757950738194433;
OTI;2016-10-27 23:33;0;0;Thanks @RonWyden & 22 other members for asking @TheJusticeDept important Qs about gov hacking and Rule 41 changes http:// tiny.cc/rhaegy;;@RonWyden @TheJusticeDept;;7.92E+17;https://twitter.com/OTI/status/791754705382862849;
RonWyden;2016-10-27 23:31;9;33;Proud to stand w/Central Oregon Community College for today's completed solar installation at Redmond campus. Energy savings = cost savings. pic.twitter.com/wdS3SPpmo2;;;;7.92E+17;https://twitter.com/RonWyden/status/791754217253773312;
win_kim_win;2016-10-27 23:11;0;0;#NoDAPL I haven't voted yet @RonWyden @HillaryClinton I'm looking at you two.;;@RonWyden @HillaryClinton;#NoDAPL;7.92E+17;https://twitter.com/win_kim_win/status/791749121174409216;
win_kim_win;2016-10-27 22:57;0;0;#NoDAPL @BarackObama @POTUS @RonWyden https:// m.facebook.com/story.php?stor y_fbid=259403611123137&id=100011604996574 …;;@BarackObama @POTUS @RonWyden;#NoDAPL;7.92E+17;https://twitter.com/win_kim_win/status/791745575062413312;
kernerc;2016-10-27 22:54;0;1;@RonWyden @justinamash @TheJusticeDept some all-star names on that list;;@RonWyden @justinamash @TheJusticeDept;;7.92E+17;https://twitter.com/kernerc/status/791744914052812800;
MaldonadoMikeFa;2016-10-27 22:35;0;0;While Free Choice Vouchers didn't fulfill my vision of a health care syste... #RonWyden #quotes https:// openquotes.github.io/authors/ron-wy den-quotes/#10be8af2 …;;;#RonWyden #quotes #10be8af2;7.92E+17;https://twitter.com/MaldonadoMikeFa/status/791740048949579776;
KBNDHeather;2016-10-27 22:30;1;0;COCC Pres. Dr. Metcalf and Sen. @RonWyden prepare to dedicate the new Redmond campus solar array. Despite the rain! pic.twitter.com/TxTyNZXrgm – bei Central Oregon Community College;;@RonWyden;;7.92E+17;https://twitter.com/KBNDHeather/status/791738814318325760;
ahimsa_pdx;2016-10-27 22:27;0;2;@bartnbeka @RonWyden @voxdotcom I love it! Why not all states? Get ballot sent by mail *automatically* to all registered voters! #VoteByMail;;@bartnbeka @RonWyden @voxdotcom;#VoteByMail;7.92E+17;https://twitter.com/ahimsa_pdx/status/791738216596385792;
mgordon2008;2016-10-27 22:17;0;0;@POTUS Defend the protectors! #WaterIsLife #NoDAPL #StopTPP #StopTiPP @SenSanders @RonWyden @repgregwalden @SenJeffMerkley #EnoughIsEnough https:// twitter.com/ObamaStopTPP/s tatus/791731553357402116 …;;@POTUS @SenSanders @RonWyden @repgregwalden @SenJeffMerkley;#WaterIsLife #NoDAPL #StopTPP #StopTiPP #EnoughIsEnough;7.92E+17;https://twitter.com/mgordon2008/status/791735484833673216;
bartnbeka;2016-10-27 22:12;0;1;@ahimsa_pdx @RonWyden @voxdotcom It's the only way I could vote. Thank goodness my state has it!;;@ahimsa_pdx @RonWyden @voxdotcom;;7.92E+17;https://twitter.com/bartnbeka/status/791734243613220864;
RonWyden;2016-10-27 21:58;4;26;What a blast from the past. Lucky to still be working every day to fight for Oregon’s seniors https:// twitter.com/uoregonlibnews /status/791693916806320128 … #TBT;;;#TBT;7.92E+17;https://twitter.com/RonWyden/status/791730690970750980;
RAR18639;2016-10-27 21:54;0;2;@RonWyden @TheJusticeDept Senator Wyden, thank you for continuing the fight for our right to privacy. You are vastly underappreciated.;;@RonWyden @TheJusticeDept;;7.92E+17;https://twitter.com/RAR18639/status/791729894682079232;
RonWyden;2016-10-27 21:44;124;107;Unless Congress acts, #Rule41 changes go into effect on Dec. 1. We have important questions for @TheJusticeDept . #SMHact pic.twitter.com/oZxCTl1b8I;;@TheJusticeDept;#Rule41 #SMHact;7.92E+17;https://twitter.com/RonWyden/status/791727189607710720;
JedBracy;2016-10-27 21:20;0;1;From @RonWyden : Bipartisan Coalition Presses DOJ About Government Hacking: http:// bit.ly/2eKVtB6 #Rule41;;@RonWyden;#Rule41;7.92E+17;https://twitter.com/JedBracy/status/791721130738458625;
RonWyden;2016-10-27 21:18;16;23;Leading 23 lawmakers asking @TheJusticeDept for answers on mass government hacking https://www. wyden.senate.gov/news/press-rel eases/bipartisan-coalition-presses-doj-about-government-hacking … #SMHact #Rule41;;@TheJusticeDept;#SMHact #Rule41;7.92E+17;https://twitter.com/RonWyden/status/791720842610761728;
RonWyden;2016-10-27 21:02;5;21;What a blast getting to meet today in Bend with @hummkombucha & hear from the staff all about the tasty products they make. pic.twitter.com/NxSJtXbkF3;;@hummkombucha;;7.92E+17;https://twitter.com/RonWyden/status/791716843262062592;
natemusic;2016-10-27 20:58;0;2;. @SenJeffMerkley @RonWyden @repblumenauer Protect the peaceful protesters and protect our water, please. #NoDAPL;;@SenJeffMerkley @RonWyden @repblumenauer;#NoDAPL;7.92E+17;https://twitter.com/natemusic/status/791715769797087232;
gkiltzVA;2016-10-27 20:32;0;0;@SenatorLeahy @washingtonpost @RonWyden We already under treat pain in the US compared to most of the developed world;;@SenatorLeahy @washingtonpost @RonWyden;;7.92E+17;https://twitter.com/gkiltzVA/status/791709278889390080;
SeasonsHospice;2016-10-27 20:30;1;1;We were honored to have met with Senator @RonWyden of Oregon to discuss a range of issues facing the hospice community. #hpm pic.twitter.com/ZMZODgVPuk;;@RonWyden;#hpm;7.92E+17;https://twitter.com/SeasonsHospice/status/791708667225645060;
OSU_Cascades;2016-10-27 20:18;1;1;@RonWyden visited OSU-Cascades students today! College affordability was the topic, an issue important to students nationwide. #inbend pic.twitter.com/1uiuGiZBAh;;@RonWyden;#inbend;7.92E+17;https://twitter.com/OSU_Cascades/status/791705643883388928;
I_am_orange;2016-10-27 20:16;0;1;. @RonWyden @SenJeffMerkley @RepSchrader Can anything be done for Adam? https:// twitter.com/OPB/status/791 700200448417792 …;;@RonWyden @SenJeffMerkley @RepSchrader;;7.92E+17;https://twitter.com/I_am_orange/status/791705055497900032;
astepanovich;2016-10-27 20:13;1;0;23 MOCs to AG Lynch: we have some questions about the Rule 41 change https://www. wyden.senate.gov/download/?id=5 86322BE-A957-4C97-94C3-23CD8219DE1F&download=1 … #govhacking With special thanks to @RonWyden;;@RonWyden;#govhacking;7.92E+17;https://twitter.com/astepanovich/status/791704495470370816;
ThomasTraciee;2016-10-27 19:44;0;0;It aint #Obamacare ! Get informed. Get the facts. Scrammers in process. Crooks among us. Demand change! #StayWoke @RonWyden @JeffMerkley pic.twitter.com/QzEHwTLHto;;@RonWyden @JeffMerkley;#Obamacare #StayWoke;7.92E+17;https://twitter.com/ThomasTraciee/status/791696974328139776;
uolibraries;2016-10-27 19:31;4;23;"#TBT to @ronwyden in November 1974, when he was co-director of the Oregon chapter of the Gray Panthers."" #orpol pic.twitter.com/nMHHmpjtB4""";;@ronwyden;#TBT #orpol;7.92E+17;https://twitter.com/uolibraries/status/791693916806320128;
RonWyden;2016-10-27 19:12;4;24;Really enjoyed this morning's visit with all the fantastic #BendBeavs students and staff at @OSU_Cascades . pic.twitter.com/4Y515jAErM;;@OSU_Cascades;#BendBeavs;7.92E+17;https://twitter.com/RonWyden/status/791689026419896325;
CascadeSiskiyou;2016-10-27 18:58;0;1;It's great to be in such good company! #MonumentsForAll @SenJeffMerkley @RonWyden http://www. oregonlive.com/travel/index.s sf/2016/10/oregons_4_national_monuments_w.html#incart_m-rpt-2 … pic.twitter.com/qHITITV1SU;;@SenJeffMerkley @RonWyden;#MonumentsForAll #incart_m;7.92E+17;https://twitter.com/CascadeSiskiyou/status/791685443234344960;
PunkyPaneteddo;2016-10-27 18:50;0;0;Did you know @RonWyden is so interested in @realDonaldTrump tax returns he wants to push legislation to get them? pic.twitter.com/VYkxx9OCUd;;@RonWyden @realDonaldTrump;;7.92E+17;https://twitter.com/PunkyPaneteddo/status/791683513674297346;
merecdavison;2016-10-27 18:49;0;1;13/ in case u haven't gathered, Dr R is @SpeakerRyan @SenateMajLdr @SenJohnMcCain & Dr D is @CoryBooker @ChrisMurphyCT @RonWyden @jontester https:// twitter.com/merecdavison/s tatus/791682470383001600 …;;@SpeakerRyan @SenateMajLdr @SenJohnMcCain @CoryBooker @ChrisMurphyCT @RonWyden @jontester;;7.92E+17;https://twitter.com/merecdavison/status/791683131589832704;
SenatorIsakson;2016-10-27 17:52;1;3;Medicare treatment for chronic illness can be improved. Released proposals w/ @MarkWarner , @OrrinHatch & @RonWyden : http:// bit.ly/2dLYCkr;;@MarkWarner @OrrinHatch @RonWyden;;7.92E+17;https://twitter.com/SenatorIsakson/status/791669006742745088;
SenatorLeahy;2016-10-27 15:17;0;4;". @WashingtonPost : “(Leahy & @RonWyden ) Ask For #DEA Data In Wake Of Post's ( #opioid pharm. distr.) Investigation https://www. washingtonpost.com/national/healt h-science/senators-ask-for-dea-data-in-wake-of-washington-post-investigation/2016/10/26/a74638cc-9b9d-11e6-b3c9-f662adaa0048_story.html …""";;@WashingtonPost @RonWyden;#DEA #opioid;7.92E+17;https://twitter.com/SenatorLeahy/status/791629892152623104;
zlowe;2016-10-27 14:07;0;0;"Feingold 'was a true leader in fighting indiscriminate mass surveillance of innocent Americans.'"" - @RonWyden http:// reut.rs/2dZIZEs""";;@RonWyden;;7.92E+17;https://twitter.com/zlowe/status/791612286280601601;
CDrakeFairTrade;2016-10-27 13:29;11;5;Don't lock in even more monopoly rights for brand name drugmakers in #TPP , say @AARP @AFLCIO @MSF_USA https://www. doctorswithoutborders.org/sites/usa/file s/letter_to_president_obama_tpp_biologics_10.26.16.pdf … @RonWyden;;@AARP @AFLCIO @MSF_USA @RonWyden;#TPP;7.92E+17;https://twitter.com/CDrakeFairTrade/status/791602616648081412;
Mytake88;2016-10-27 06:43;1;0;Excellent Idea @RonWyden , this is something I too would like to know https:// twitter.com/rcooley123/sta tus/791498418065645568 …;;@RonWyden;;7.92E+17;https://twitter.com/Mytake88/status/791500489804263424;
CascadeSiskiyou;2016-10-27 05:36;5;6;RETWEET to support a bigger & wilder #CascadeSiskiyou ! #MonumentsForAll @SenJeffMerkley @RonWyden @WhiteHouseCEQ pic.twitter.com/ykQgbGESLu;;@SenJeffMerkley @RonWyden @WhiteHouseCEQ;#CascadeSiskiyou #MonumentsForAll;7.91E+17;https://twitter.com/CascadeSiskiyou/status/791483565104066560;
